Product ID,SKU,Name,Product URL,Price,Thumbnail URL,Search Keywords,Description,Category,Brand,Color,Color|Family,Size,Season,Inventory+Count,Faset|attributes
1011B,1011B,BELLA RIB SPAG TANK B,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1011B&color=WHI,25.24,https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png | https://devbr4wam.fdm4.com/prodimg/thumb/1011b_021419095357.png,1011B   BELLA RIB SPAG TANK B   Athletic Wear   BELLA   Bella 1011B Cotton Tank Top; Always one of our best sellers! Just like the 1011   XS   S   M   L   XL   2XL   3XL   XS-XL   XS-XL   XS-XL   XS-XL   XS-XL   2XL   3XL   Baby Blue   Blue   Black   Black   White   White   Pink   Pink   Red   Red   Colors,Bella 1011B Cotton Tank Top; Always one of our best sellers! Just like the 1011,Brand/BELLA | Category/Athletic Wear,BELLA ,Pink|Red|Baby Blue|Black|White,Colors|Black|WHITES,XS|S|M|L|XL|2XL|3XL,,402883,Brand|Category
1020BLK,1020BLK,SUSIE HOBO BLACK,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1020BLK&color=17001,298,https://devbr4wam.fdm4.com/prodimg/thumb/1020BLK.jpg,1020BLK   SUSIE HOBO BLACK   Handbags   Vince Camuto   In high-gloss cracked leather  this Vince Camuto hobo takes a day-to-night spin We love the iconic  equestrian detailing of the horsebit handle paired with the hold-it-all hobo silhouette 145 inch width  115 inch height  5 inch depth   1 Size   ALL Sizes   BLACK   Black,In high-gloss cracked leather  this Vince Camuto hobo takes a day-to-night spin. We love the iconic  equestrian detailing of the horsebit handle paired with the hold-it-all hobo silhouette. 14.5 inch width  11.5 inch height  5 inch depth. ,Brand/Vince Camuto | Category/Handbags,Vince Camuto,BLACK,Black,1 Size,,44,Brand|Category
1020CEM,1020CEM,SUSIE HOBO CEMENT,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1020CEM&color=17061,298,https://devbr4wam.fdm4.com/prodimg/thumb/1020CEM.jpg,1020CEM   SUSIE HOBO CEMENT   Handbags   Vince Camuto   In high-gloss cracked leather  this Vince Camuto hobo takes a day-to-night spin We love the iconic  equestrian detailing of the horsebit handle paired with the hold-it-all hobo silhouette 145 inch width  115 inch height  5 inch depth   1 Size   ALL Sizes   CEMENT   Grey,"In high-gloss cracked leather  this Vince Camuto hobo takes a day-to-night spin. We love the iconic  equestrian detailing of the horsebit handle paired with the hold-it-all hobo silhouette. 14.5 inch width  11.5 inch height  5 inch depth. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,CEMENT,Grey,1 Size,,1170,Brand|Category
1020COG,1020COG,SUSIE HOBO COGNAC,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1020COG&color=17240,298,https://devbr4wam.fdm4.com/prodimg/thumb/1020COG.jpg,1020COG   SUSIE HOBO COGNAC   Handbags   Vince Camuto   In high-gloss cracked leather  this Vince Camuto hobo takes a day-to-night spin We love the iconic  equestrian detailing of the horsebit handle paired with the hold-it-all hobo silhouette 145 inch width  115 inch height  5 inch depth   1 Size   ALL Sizes   COGNAC   Browns,"In high-gloss cracked leather  this Vince Camuto hobo takes a day-to-night spin. We love the iconic  equestrian detailing of the horsebit handle paired with the hold-it-all hobo silhouette. 14.5 inch width  11.5 inch height  5 inch depth. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,COGNAC,Browns,1 Size,,583,Brand|Category
1021GUN,1021GUN,LIZZIE CLUTCH GUNMETAL,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1021GUN&color=ZU040,118,https://devbr4wam.fdm4.com/prodimg/thumb/1021GUN.jpg,1021GUN   LIZZIE CLUTCH GUNMETAL   Handbags   Vince Camuto   This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night The graphic rectangular silhouette has metallic embossed snake on one side  and is reversible to solid  chic leather on the other for ultimate versatility   Evening Bags   1 Size   ALL Sizes   GUNMETAL   SILVER,"This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night. The graphic rectangular silhouette has metallic embossed snake on one side  and is reversible to solid  chic leather on the other for ultimate versatility. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,GUNMETAL,SILVER,1 Size,,361,Brand|Category
1021RGL,1021RGL,LIZZIE CLUTCH ROSE GOLD,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1021RGL&color=ZU230,118,https://devbr4wam.fdm4.com/prodimg/thumb/1021RGL.jpg,1021RGL   LIZZIE CLUTCH ROSE GOLD   Handbags   Vince Camuto   This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night The graphic rectangular silhouette has metallic embossed snake on one side  and is reversible to solid  chic leather on the other for ultimate versatility   Evening Bags   1 Size   ALL Sizes   ROSE GOLD   GOLD,"This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night. The graphic rectangular silhouette has metallic embossed snake on one side  and is reversible to solid  chic leather on the other for ultimate versatility. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,ROSE|GOLD,GOLD,1 Size,,1633,Brand|Category
1021SGL,1021SGL,LIZZIE CLUTCH SOFT GOLD,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1021SGL&color=ZU230,118,https://devbr4wam.fdm4.com/prodimg/thumb/1021SGL.jpg,1021SGL   LIZZIE CLUTCH SOFT GOLD   Handbags   Vince Camuto   This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night The graphic rectangular silhouette has metallic embossed snake on one side  and is reversible to solid  chic leather on the other for ultimate versatility   Evening Bags   1 Size   ALL Sizes   SOFT GOLD   GOLD,"This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night. The graphic rectangular silhouette has metallic embossed snake on one side  and is reversible to solid  chic leather on the other for ultimate versatility. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,SOFT|GOLD,GOLD,1 Size,,1981,Brand|Category
1022BLK,1022BLK,LIZZIE CLUTCH BLACK SEQUINS,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1022BLK&color=DI001,118,https://devbr4wam.fdm4.com/prodimg/thumb/1022BLK.jpg,1022BLK   LIZZIE CLUTCH BLACK SEQUINS   Handbags   Vince Camuto   This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night The graphic rectangular silhouette has rich  dense sequins on one side  and is reversible to solid  chic leather on the other for ultimate versatility   Evening Bags   1 Size   ALL Sizes   BLACK   Black,"This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night. The graphic rectangular silhouette has rich  dense sequins on one side  and is reversible to solid  chic leather on the other for ultimate versatility. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,BLACK,Black,1 Size,,1806,Brand|Category
1022SIL,1022SIL,LIZZIE CLUTCH SILVER SEQUINS,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1022SIL&color=DI061,118,https://devbr4wam.fdm4.com/prodimg/thumb/1022SIL.jpg,1022SIL   LIZZIE CLUTCH SILVER SEQUINS   Handbags   Vince Camuto   This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night The graphic rectangular silhouette has rich  dense sequins on one side  and is reversible to solid  chic leather on the other for ultimate versatility   Evening Bags   1 Size   ALL Sizes   GREY   Grey,"This fashion-forward oversize clutch from Vince Camuto makes an elegant statement  day or night. The graphic rectangular silhouette has rich  dense sequins on one side  and is reversible to solid  chic leather on the other for ultimate versatility. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,GREY,Grey,1 Size,,1470,Brand|Category
1023BLK,1023BLK,OLGA CLUTCH BLACK,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1023BLK&color=ZU001,118,https://devbr4wam.fdm4.com/prodimg/thumb/1023BLK.jpg,1023BLK   OLGA CLUTCH BLACK   Handbags   Vince Camuto   Nighttime dressing comes to life with the Olga Clutch from Vince Camuto This essential envelope clutch features a gorgeous embossed snake print  and snaps in the front with a logo crest   Evening Bags   1 Size   ALL Sizes   BLACK   Black,"Nighttime dressing comes to life with the Olga Clutch from Vince Camuto. This essential envelope clutch features a gorgeous embossed snake print  and snaps in the front with a logo crest. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,BLACK,Black,1 Size,,937,Brand|Category
1023GUN,1023GUN,OLGA CLUTCH GUNMETAL,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1023GUN&color=ZU040,118,https://devbr4wam.fdm4.com/prodimg/thumb/1023GUN.jpg,1023GUN   OLGA CLUTCH GUNMETAL   Handbags   Vince Camuto   Nighttime dressing comes to life with the Olga Clutch from Vince Camuto This essential envelope clutch features saturated metallic hues with a gorgeous embossed snake print  and snaps in the front with a logo crest   Evening Bags   1 Size   ALL Sizes   GUNMETAL   SILVER,"Nighttime dressing comes to life with the Olga Clutch from Vince Camuto. This essential envelope clutch features saturated metallic hues with a gorgeous embossed snake print  and snaps in the front with a logo crest. 

",Brand/Vince Camuto | Category/Handbags,Vince Camuto,GUNMETAL,SILVER,1 Size,,42,Brand|Category
1023RGL,1023RGL,OLGA CLUTCH ROSE GOLD,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1023RGL&color=ZU230,118,https://devbr4wam.fdm4.com/prodimg/thumb/1023RGL.jpg,1023RGL   OLGA CLUTCH ROSE GOLD   Handbags   Vince Camuto   Nighttime dressing comes to life with the Olga Clutch from Vince Camuto This essential envelope clutch features saturated metallic hues with a gorgeous embossed snake print  and snaps in the front with a logo crest   Evening Bags   1 Size   ALL Sizes   ROSE GOLD   GOLD,"Nighttime dressing comes to life with the Olga Clutch from Vince Camuto. This essential envelope clutch features saturated metallic hues with a gorgeous embossed snake print  and snaps in the front with a logo crest. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,ROSE|GOLD,GOLD,1 Size,,217,Brand|Category
1023SGL,1023SGL,OLGA CLUTCH SOFT GOLD,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1023SGL&color=ZU230,118,https://devbr4wam.fdm4.com/prodimg/thumb/1023SGL.jpg,1023SGL   OLGA CLUTCH SOFT GOLD   Handbags   Vince Camuto   Nighttime dressing comes to life with the Olga Clutch from Vince Camuto This essential envelope clutch features saturated metallic hues with a gorgeous embossed snake print  and snaps in the front with a logo crest   Evening Bags   1 Size   ALL Sizes   SOFT GOLD   GOLD,Nighttime dressing comes to life with the Olga Clutch from Vince Camuto. This essential envelope clutch features saturated metallic hues with a gorgeous embossed snake print  and snaps in the front with a logo crest. ,Brand/Vince Camuto | Category/Handbags,Vince Camuto,SOFT|GOLD,GOLD,1 Size,,1338,Brand|Category
1024BRN,1024BRN,PHOEBE TOTE NATURAL BROWN,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1024BRN&color=17240,198,https://devbr4wam.fdm4.com/prodimg/thumb/1024BRN.jpg,1024BRN   PHOEBE TOTE NATURAL BROWN   Handbags   Vince Camuto   The fashion-forward Phoebe Tote from Vince Camuto is the perfect incarnation of the athletic trend that's everywhere for spring This bold leather tote has a structured shape punctuated with a snakeskin printed panel down the front and vibrant stripes of contrasting color around the top and bottom Rounded leather handles  magnetic snap closure Interior has a zippered pocket and three open pockets   1 Size   ALL Sizes   BROWN   Browns,"The fashion-forward Phoebe Tote from Vince Camuto is the perfect incarnation of the athletic trend that's everywhere for spring. This bold leather tote has a structured shape punctuated with a snakeskin printed panel down the front and vibrant stripes of contrasting color around the top and bottom. Rounded leather handles  magnetic snap closure. Interior has a zippered pocket and three open pockets.
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,BROWN,Browns,1 Size,S12,475,Brand|Category
1024CHO,1024CHO,JACKIE HOBO CHOCOLATE,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1024CHO&color=9H240,298,https://devbr4wam.fdm4.com/prodimg/thumb/1024CHO.jpg,1024CHO   JACKIE HOBO CHOCOLATE   Handbags   Vince Camuto   We love this luxe spin on an iconic handbag shape from Vince Camuto The Jackie Hobo has a slouchy  worn-in feel and is adorned with a double zipper across the top and industrial metal accents at the handle   1 Size   ALL Sizes   BROWN   Browns,"We love this luxe spin on an iconic handbag shape from Vince Camuto. The Jackie Hobo has a slouchy  worn-in feel and is adorned with a double zipper across the top and industrial metal  accents at the handle.
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,BROWN,Browns,1 Size,,1546,Brand|Category
1024COB,1024COB,PHOEBE TOTE COBALT,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1024COB&color=17400,198,https://devbr4wam.fdm4.com/prodimg/thumb/1024COB.jpg,1024COB   PHOEBE TOTE COBALT   Handbags   Vince Camuto   The fashion-forward Phoebe Tote from Vince Camuto is the perfect incarnation of the athletic trend that's everywhere for spring This bold leather tote has a structured shape punctuated with a snakeskin printed panel down the front and vibrant stripes of contrasting color around the top and bottom Rounded leather handles  magnetic snap closure Interior has a zippered pocket and three open pockets   1 Size   ALL Sizes   COBALT   Blue,"The fashion-forward Phoebe Tote from Vince Camuto is the perfect incarnation of the athletic trend that's everywhere for spring. This bold leather tote has a structured shape punctuated with a snakeskin printed panel down the front and vibrant stripes of contrasting color around the top and bottom. Rounded leather handles  magnetic snap closure. Interior has a zippered pocket and three open pockets.
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,COBALT,Blue,1 Size,S12,765,Brand|Category
1024GLD,1024GLD,PHOEBE TOTE GOLD,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1024GLD&color=17710,198,https://devbr4wam.fdm4.com/prodimg/thumb/1024GLD.jpg,1024GLD   PHOEBE TOTE GOLD   Handbags   Vince Camuto   The fashion-forward Phoebe Tote from Vince Camuto is the perfect incarnation of the athletic trend that's everywhere for spring This bold leather tote has a structured shape punctuated with a snakeskin printed panel down the front and vibrant stripes of contrasting color around the top and bottom Rounded leather handles  magnetic snap closure Interior has a zippered pocket and three open pockets   1 Size   ALL Sizes   GOLD/YELLOW   GOLD,"The fashion-forward Phoebe Tote from Vince Camuto is the perfect incarnation of the athletic trend that's everywhere for spring. This bold leather tote has a structured shape punctuated with a snakeskin printed panel down the front and vibrant stripes of contrasting color around the top and bottom. Rounded leather handles  magnetic snap closure. Interior has a zippered pocket and three open pockets.

",Brand/Vince Camuto | Category/Handbags,Vince Camuto,GOLD/YELLOW,GOLD,1 Size,S12,1801,Brand|Category
1024GRY,1024GRY,JACKIE HOBO GREY CROC,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1024GRY&color=9H061,298,https://devbr4wam.fdm4.com/prodimg/thumb/1024GRY.jpg,1024GRY   JACKIE HOBO GREY CROC   Handbags   Vince Camuto   We love this luxe spin on an iconic handbag shape from Vince Camuto The Jackie Hobo has a slouchy  worn-in feel and is adorned with a double zipper across the top and industrial metal accents at the handle   1 Size   ALL Sizes   GREY   Grey,"We love this luxe spin on an iconic handbag shape from Vince Camuto. The Jackie Hobo has a slouchy  worn-in feel and is adorned with a double zipper across the top and industrial metal  accents at the handle.
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,GREY,Grey,1 Size,,1650,Brand|Category
1025CHO,1025CHO,JACKIE CROSSBODY BROWN,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1025CHO&color=9H240,298,https://devbr4wam.fdm4.com/prodimg/thumb/1025CHO.jpg,1025CHO   JACKIE CROSSBODY BROWN   Handbags   Vince Camuto   Radiate a clean  cool sense of confidence with this striking handbag from Vince Camuto The slouchy tote shape in the softest leather has a boxy silhouette with geometric gold forms at the handles and a VC logo crest at the front Double zipper closure Detachable crossbody strap 1625 inch width  135 inch height  5 inch diameter   1 Size   ALL Sizes   BROWN   Browns,"Radiate a clean  cool sense of confidence with this striking handbag from Vince Camuto. The slouchy tote shape in the softest leather has a boxy silhouette with geometric gold forms at the handles and a VC logo crest at the front. Double zipper closure. Detachable crossbody strap. 16.25 inch width  13.5 inch height  5 inch diameter. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,BROWN,Browns,1 Size,,995,Brand|Category
1025NAV,1025NAV,GEORGE SATCHEL NAVY,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1025NAV&color=17400,225,https://devbr4wam.fdm4.com/prodimg/thumb/1025NAV.jpg,1025NAV   GEORGE SATCHEL NAVY   Handbags   Vince Camuto   Bold colorblocking meets a structured leather silhouette with the George Satchel from Vince Camuto We utilized beautiful neutral tones in geometric segments to add a modern edge  as well as side flaps that can be tucked in or pulled out for a more spacious interior Rounded handles  VC metal logo medallion attached   1 Size   ALL Sizes   NAVY COMBO   Blue,"Bold colorblocking meets a structured leather silhouette with the George Satchel from Vince Camuto. We utilized beautiful neutral tones in geometric segments to add a modern edge  as well as side flaps that can be tucked in or pulled out for a more spacious interior. Rounded handles  VC metal logo medallion attached. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,NAVY|COMBO,Blue,1 Size,S12,286,Brand|Category
1025PYT,1025PYT,GEORGE SATCHEL PYTHON,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1025PYT&color=17050,250,https://devbr4wam.fdm4.com/prodimg/thumb/1025PYT.jpg,1025PYT   GEORGE SATCHEL PYTHON   Handbags   Vince Camuto   Bold colorblocking meets a structured leather silhouette with the George Satchel from Vince Camuto We utilized beautiful neutral tones in geometric segments to add a modern edge  as well as side flaps that can be tucked in or pulled out for a more spacious interior Rounded handles  VC metal logo medallion attached   1 Size   ALL Sizes   PYTHON   LTGREY,"Bold colorblocking meets a structured leather silhouette with the George Satchel from Vince Camuto. We utilized beautiful neutral tones in geometric segments to add a modern edge  as well as side flaps that can be tucked in or pulled out for a more spacious interior. Rounded handles  VC metal logo medallion attached. 
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,PYTHON,LTGREY,1 Size,S12,1251,Brand|Category
1026BLK,1026BLK,JULIANN OVERSIZED CLUTCH Black,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1026BLK&color=17270,198,https://devbr4wam.fdm4.com/prodimg/thumb/1026BLK.jpg,1026BLK   JULIANN OVERSIZED CLUTCH Black   Handbags   Vince Camuto   Incredibly supple leather lends a slouchy feel to the oversize Juliann Clutch from Vince Camuto This reversible  foldover clutch has contrasting colors on both sides that can be flipped to highlight either tone  a zipper closure  and luxe horn and tassel detailing at the closure Cut-out top handles allow this clutch to be used as a hand-held purse 15 inch length  275 inch width  15 inch height   1 Size   ALL Sizes   BLACK/WHITE MARBLE   MARBLE,"Incredibly supple leather lends a slouchy feel to the oversize Juliann Clutch from Vince Camuto. This reversible  foldover clutch has contrasting colors on both sides that can be flipped to highlight either tone  a zipper closure  and luxe horn and tassel detailing at the closure. Cut-out top handles allow this clutch to be used as a hand-held purse. 15 inch length  2.75 inch width  15  inch height. <br>
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,BLACK/WHITE|MARBLE,MARBLE,1 Size,S12,577,Brand|Category
1026BNE,1026BNE,JULIANN OVERSIZED CLUTCH HAZE,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1026BNE&color=17280,198,https://devbr4wam.fdm4.com/prodimg/thumb/1026BNE.jpg,1026BNE   JULIANN OVERSIZED CLUTCH HAZE   Handbags   Vince Camuto   Incredibly supple leather lends a slouchy feel to the oversize Juliann Clutch from Vince Camuto This reversible  foldover clutch has contrasting colors on both sides that can be flipped to highlight either tone  a zipper closure  and luxe horn and tassel detailing at the closure Cut-out top handles allow this clutch to be used as a hand-held purse 15 inch length  275 inch width  15 inch height   1 Size   ALL Sizes   BONE   Beige,"Incredibly supple leather lends a slouchy feel to the oversize Juliann Clutch from Vince Camuto. This reversible  foldover clutch has contrasting colors on both sides that can be flipped to highlight either tone  a zipper closure  and luxe horn and tassel detailing at the closure. Cut-out top handles allow this clutch to be used as a hand-held purse. 15 inch length  2.75 inch width  15  inch height. <br>
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,BONE,Beige,1 Size,S12,1907,Brand|Category
1026CHM,1026CHM,JULIANN CLUTCH CHAMPAGNE,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1026CHM&color=MO002,198,https://devbr4wam.fdm4.com/prodimg/thumb/1026BLKMO002.jpg,1026CHM   JULIANN CLUTCH CHAMPAGNE   Handbags   Vince Camuto   Incredibly supple leather lends a slouchy feel to the oversize Juliann Clutch from Vince Camuto This reversible  foldover clutch has contrasting colors on both sides that can be flipped to highlight either tone  a zipper closure  and luxe horn and tassel detailing at the closure Cut-out top handles allow this clutch to be used as a hand-held purse 15 inch length  275 inch width  15 inch height   1 Size   ALL Sizes   Black/champagne   OXFORD,Incredibly supple leather lends a slouchy feel to the oversize Juliann Clutch from Vince Camuto. This reversible  foldover clutch has contrasting colors on both sides that can be flipped to highlight either tone  a zipper closure  and luxe horn and tassel detailing at the closure. Cut-out top handles allow this clutch to be used as a hand-held purse. 15 inch length  2.75 inch width  15  inch height. <br>,Brand/Vince Camuto | Category/Handbags,Vince Camuto,Black/champagne,OXFORD,1 Size,S12,697,Brand|Category
1026JAD,1026JAD,JULIANN OVERSIZED CLUTCH JADE,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1026JAD&color=17340,198,https://devbr4wam.fdm4.com/prodimg/thumb/1026JAD.jpg,1026JAD   JULIANN OVERSIZED CLUTCH JADE   Handbags   Vince Camuto   Incredibly supple leather lends a slouchy feel to the oversize Juliann Clutch from Vince Camuto This reversible  foldover clutch has contrasting colors on both sides that can be flipped to highlight either tone  a zipper closure  and luxe horn and tassel detailing at the closure Cut-out top handles allow this clutch to be used as a hand-held purse 15 inch length  275 inch width  15 inch height   1 Size   ALL Sizes   JADE   GREEN,Incredibly supple leather lends a slouchy feel to the oversize Juliann Clutch from Vince Camuto. This reversible  foldover clutch has contrasting colors on both sides that can be flipped to highlight either tone  a zipper closure  and luxe horn and tassel detailing at the closure. Cut-out top handles allow this clutch to be used as a hand-held purse. 15 inch length  2.75 inch width  15  inch height. <br>,Brand/Vince Camuto | Category/Handbags,Vince Camuto,JADE,GREEN,1 Size,S12,936,Brand|Category
1028BLK,1028BLK,YASMIN LARGE SATCHEL BLACK,https://devbr4wam.fdm4.com/cgi-bin/br4wamw//wam_tmpl/catalog_product.p?site=BR4_B2C&layout=BaseB2C&page=catalog_product&product=1028BLK&color=17001,348,https://devbr4wam.fdm4.com/prodimg/thumb/1028BLK.jpg,1028BLK   YASMIN LARGE SATCHEL BLACK   Handbags   Vince Camuto   Trend-right and perfectly bold for spring  meet the Yasmin Large Satchel from Vince Camuto The soft leather satchel shape is highlighted with a row of faceted gold metal studs along the base  buckles at the front  and rounded shoulder straps Interior has a zippered pocket and three open pockets 18 inch length  14 inch height  45 inch width   1 Size   ALL Sizes   BLACK   Black,"Trend-right and perfectly bold for spring  meet the Yasmin Large Satchel from Vince Camuto. The soft leather satchel shape is highlighted with a row of faceted gold metal studs along the base  buckles at the front  and rounded shoulder straps. Interior has a zippered pocket and three open pockets. 18 inch length  14 inch height  4.5 inch width.  
",Brand/Vince Camuto | Category/Handbags,Vince Camuto,BLACK,Black,1 Size,S12,1110,Brand|Category
